Authors,Year,Title,Abstract,Journal
"Bolay, F. K., Grandits, G., Lane, H. C., Kennedy, S. B., Johnson, M. P., Fallah, M. P., Wilson, B., Njoh, W. S., McNay, L. A., Hensley, L. E., Higgs, E. S.",2019,PREVAIL I Cluster Vaccination Study With rVSVDeltaG-ZEBOV-GP as Part of a Public Health Response in Liberia,"OBJECTIVE: In November 2015, a 15-year-old boy received a diagnosis of Ebola virus disease (EVD) at the John F. Kennedy Medical Center in Monrovia, Liberia. Two additional family members received a diagnosis of EVD. The protocol for a phase 2 placebo-controlled trial of 2 Ebola vaccines was amended and approved; in 4 days, a single-arm cluster vaccination trial using the Merck rVSVDeltaG-ZEBOV-GP vaccine was initiated. Here, we evaluate the safety and immunogenicity of the vaccine and discuss challenges for its implementation in a small Ebola outbreak. METHOD: We conducted a ring vaccination study among contacts and contacts of close contacts of EVD cases a in Monrovia. Participants were evaluated 1 and 6 months after vaccination. RESULTS: Among 650 close contacts and contacts of close contacts of EVD cases, 210 (32%) consented and were vaccinated with rVSVDeltaG-ZEBOV-GP. Of those vaccinated, 189 (90%) attended the month 1 follow-up visit; 166 (79%) attended the month 6 visit. No serious adverse events were reported. Among 88 participants without an elevated antibody level at baseline, 77.3% (95% confidence interval, 68.5-86.1) had an antibody response at 1 month. CONCLUSIONS: The Merck rVSVDeltaG-ZEBOV-GP vaccine appeared to be safe and immunogenic among the vaccinated individuals. However, fewer than one third of eligible individuals consented to vaccination. These data may help guide implementation decisions for of cluster vaccination programs in an Ebola cluster outbreak response situation.",J Infect Dis
"Gray, G. E., Huang, Y., Grunenberg, N., Laher, F., Roux, S., Andersen-Nissen, E., De Rosa, S. C., Flach, B., Randhawa, A. K., Jensen, R., Swann, E. M., Bekker, L. G., Innes, C., Lazarus, E., Morris, L., Mkhize, N. N., Ferrari, G., Montefiori, D. C., Shen, X., Sawant, S., Yates, N., Hural, J., Isaacs, A., Phogat, S., DiazGranados, C. A., Lee, C., Sinangil, F., Michael, N. L., Robb, M. L., Kublin, J. G., Gilbert, P. B., McElrath, M. J., Tomaras, G. D., Corey, L.",2019,Immune correlates of the Thai RV144 HIV vaccine regimen in South Africa,"One of the most successful HIV vaccines to date, the RV144 vaccine tested in Thailand, demonstrated correlates of protection including cross-clade V1V2 immunoglobulin G (IgG) breadth, Env-specific CD4(+) T cell polyfunctionality, and antibody-dependent cellular cytotoxicity (ADCC) in vaccinees with low IgA binding. The HIV Vaccine Trials Network (HVTN) 097 trial evaluated this vaccine regimen in South Africa, where clade C HIV-1 predominates. We compared cellular and humoral responses at peak and durability immunogenicity time points in HVTN 097 and RV144 vaccinee samples, and evaluated vaccine-matched and cross-clade immune responses. At peak immunogenicity, HVTN 097 vaccinees exhibited significantly higher cellular and humoral immune responses than RV144 vaccinees. CD4(+) T cell responses were more frequent in HVTN 097 irrespective of age and sex, and CD4(+) T cell Env-specific functionality scores were higher in HVTN 097. Env-specific CD40L(+) CD4(+) T cells were more common in HVTN 097, with individuals having this pattern of expression demonstrating higher median antibody responses to HIV-1 Env. IgG and IgG3 binding antibody rates and response magnitude to gp120 vaccine- and V1V2 vaccine-matched antigens were higher or comparable in HVTN 097 than in RV144 ADCC, and ADCP functional antibody responses were elicited in HVTN 097. Env-specific IgG and CD4(+) Env responses declined significantly over time in both trials. Overall, cross-clade immune responses associated with protection were better than expected in South Africa, suggesting wider applicability of this regimen.",Sci Transl Med
"Steiner-Monard, V., Kamaka, K., Karoui, O., Roethlisberger, S., Audran, R., Daubenberger, C., Fayet-Mello, A., Erdmann-Voisin, A., Felger, I., Geiger, K., Govender, L., Houard, S., Huber, E., Mayor, C., Mkindi, C., Portevin, D., Rusch, S., Schmidlin, S., Tiendrebeogo, R. W., Theisen, M., Thierry, A. C., Vallotton, L., Corradin, G., Leroy, O., Abdulla, S., Shekalaghe, S., Genton, B., Spertini, F., Jongo, S. A.",2019,The Candidate Blood-stage Malaria Vaccine P27A Induces a Robust Humoral Response in a Fast Track to the Field Phase 1 Trial in Exposed and Nonexposed Volunteers,"BACKGROUND: P27A is an unstructured 104mer synthetic peptide from Plasmodium falciparum trophozoite exported protein 1 (TEX1), the target of human antibodies inhibiting parasite growth. The present project aimed at evaluating the safety and immunogenicity of P27A peptide vaccine in malaria-nonexposed European and malaria-exposed African adults. METHODS: This study was designed as a staggered, fast-track, randomized, antigen and adjuvant dose-finding, multicenter phase 1a/1b trial, conducted in Switzerland and Tanzania. P27A antigen (10 or 50 mug), adjuvanted with Alhydrogel or glucopyranosil lipid adjuvant stable emulsion (GLA-SE; 2.5 or 5 mug), or control rabies vaccine (Verorab) were administered intramuscularly to 16 malaria-nonexposed and 40 malaria-exposed subjects on days 0, 28, and 56. Local and systemic adverse events (AEs) as well as humoral and cellular immune responses were assessed after each injection and during the 34-week follow-up. RESULTS: Most AEs were mild to moderate and resolved completely within 48 hours. Systemic AEs were more frequent in the formulation with alum as compared to GLA-SE, whereas local AEs were more frequent after GLA-SE. No serious AEs occurred. Supported by a mixed Th1/Th2 cell-mediated immunity, P27A induced a marked specific antibody response able to recognize TEX1 in infected erythrocytes and to inhibit parasite growth through an antibody-dependent cellular inhibition mechanism. Incidence of AEs and antibody responses were significantly lower in malaria-exposed Tanzanian subjects than in nonexposed European subjects. CONCLUSIONS: The candidate vaccine P27A was safe and induced a particularly robust immunogenic response in combination with GLA-SE. This formulation should be considered for future efficacy trials. CLINICAL TRIALS REGISTRATION: NCT01949909, PACTR201310000683408.",Clin Infect Dis
"Pepin, S., Dupuy, M., Borja-Tabora, C. F. C., Montellano, M., Bravo, L., Santos, J., de Castro, J. A., Rivera-Medina, D. M., Cutland, C., Ariza, M., Diez-Domingo, J., Gonzalez, C. D., Martinon-Torres, F., Papadopoulou-Alataki, E., Theodoriadou, M., Kazek-Duret, M. P., Gurunathan, S., De Bruijn, I., Group, G. Q. M. Study",2019,"Efficacy, immunogenicity, and safety of a quadrivalent inactivated influenza vaccine in children aged 6-35 months: A multi-season randomised placebo-controlled trial in the Northern and Southern Hemispheres","BACKGROUND: A quadrivalent split-virion inactivated influenza vaccine (VaxigripTetra, Sanofi Pasteur; IIV4) containing two A strains (H1N1 and H3N2) and B strains from both lineages (Victoria and Yamagata) was approved in Europe in 2016 for individuals aged >/= 3 years. This study examined the efficacy and safety of IIV4 in children aged 6-35 months. METHODS: This was a phase III randomised controlled trial conducted in Latin America, Asia, Africa, and Europe during the Northern Hemisphere 2014/2015 and 2015/2016 and Southern Hemisphere 2014 and 2015 influenza seasons. Healthy children aged 6-35 months not previously vaccinated against influenza were randomised to receive two full doses 28 days apart of IIV4, placebo, the licensed trivalent split-virion inactivated vaccine (IIV3), an investigational IIV3 containing a B strain from the alternate lineage. The primary objective was to demonstrate efficacy against influenza illness caused by any strain or vaccine-similar strains. RESULTS: The study enrolled 5806 participants. Efficacy, assessed in 4980 participants completing the study according to protocol, was demonstrated for IIV4. Vaccine efficacy was 50.98% (97% CI, 37.36-61.86%) against influenza caused by any A or B type and 68.40% (97% CI, 47.07-81.92%) against influenza caused by vaccine-like strains. Safety profiles were similar for IIV4, placebo, and the IIV3s, although injection-site reactions were slightly more frequent for IIV4 than placebo. CONCLUSIONS: IIV4 was safe and effective for protecting children aged 6-35 months against influenza illness caused by vaccine-similar or any circulating strains. CLINICAL TRIAL REGISTRATION: EudraCT no. 2013-001231-51.",Vaccine
"Church, J. A., Rogawski McQuade, E. T., Mutasa, K., Taniuchi, M., Rukobo, S., Govha, M., Lee, B., Carmolli, M. P., Chasekwa, B., Ntozini, R., McNeal, M. M., Moulton, L. H., Kirkpatrick, B. D., Liu, J., Houpt, E. R., Humphrey, J. H., Platts-Mills, J. A., Prendergast, A. J.",2019,"Enteropathogens and Rotavirus Vaccine Immunogenicity in a Cluster Randomized Trial of Improved Water, Sanitation and Hygiene in Rural Zimbabwe","BACKGROUND: Oral rotavirus vaccines (RVVs) are less efficacious in low-income versus high-income settings, plausibly due to more enteropathogen exposure through poor water, sanitation and hygiene (WASH). We explored associations between enteropathogens and RVV immunogenicity and evaluated the effect of improved WASH on enteropathogen carriage. METHODS: We detected stool enteropathogens using quantitative molecular methods and measured anti-rotavirus immunoglobulin A by enzyme-linked immunosorbent assay in infants enrolled to a cluster randomized 2 x 2 factorial trial of improved WASH and improved infant feeding in Zimbabwe (NCT01824940). We used multivariable regression to explore associations between enteropathogens and RVV seroconversion, seropositivity and geometric mean titer. We evaluated effects of improved WASH on enteropathogen prevalence using linear and binomial regression models with generalized estimating equations. RESULTS: Among 224 infants with enteropathogen and immunogenicity data, 107 (47.8%) had >/=1 pathogen and 39 (17.4%) had >/=2 pathogens detected at median age 41 days (interquartile range: 35-54). RVV seroconversion was low (23.7%). After adjusting for Sabin-poliovirus quantity, pan-enterovirus quantity was positively associated with RVV seroconversion (relative risk 1.61 per 10-fold increase in pan-enterovirus; 95% confidence interval: 1.35-1.91); in the same model, Sabin quantity was negatively associated with RVV seroconversion (relative risk: 0.76; 95% confidence interval: 0.60-0.96). There were otherwise no meaningful associations between individual or total pathogens (bacteria, viruses, parasites or all pathogens) and any measure of RVV immunogenicity. Enteropathogen detection did not differ between randomized WASH and non-WASH groups. CONCLUSIONS: Enteropathogen infections were common around the time of rotavirus vaccination in rural Zimbabwean infants but did not explain poor RVV immunogenicity and were not reduced by a package of household-level WASH interventions.",Pediatr Infect Dis J
"Odutola, A., Ota, M. O. C., Antonio, M., Ogundare, E. O., Saidu, Y., Owiafe, P. K., Worwui, A., Idoko, O. T., Owolabi, O., Kampmann, B., Greenwood, B. M., Alderson, M., Traskine, M., Swinnen, K., Verlant, V., Dobbelaere, K., Borys, D.",2019,"Immunogenicity of pneumococcal conjugate vaccine formulations containing pneumococcal proteins, and immunogenicity and reactogenicity of co-administered routine vaccines - A phase II, randomised, observer-blind study in Gambian infants","BACKGROUND: Two conserved pneumococcal proteins, pneumolysin toxoid (dPly) and pneumococcal histidine triad protein D (PhtD), combined with 10 polysaccharide conjugates from the pneumococcal non-typeable Haemophilus influenzae protein D-conjugate vaccine (PHiD-CV) in two investigational pneumococcal vaccine (PHiD-CV/dPly/PhtD) formulations were immunogenic and well-tolerated when administered to Gambian children. Here, we report immunogenicity of the polysaccharide conjugates, and immunogenicity and reactogenicity of co-administered routine vaccines. METHODS: In this phase II, controlled, observer-blind, single-centre study, healthy infants aged 8-10 weeks were randomised (1:1:1:1:1:1) to six groups. Four groups received 3+0 schedule (2-3-4 months [M]) of PHiD-CV/dPly/PhtD (10 or 30 microg of each protein), PHiD-CV, or 13-valent pneumococcal conjugate vaccine; and two groups received 2+1 schedule (2-4-9 M) of PHiD-CV/dPly/PhtD (30 microg of each protein) or PHiD-CV. All infants received diphtheria-tetanus-whole cell pertussis-hepatitis B-Haemophilus influenzae type b (DTPw-HBV/Hib) and oral trivalent polio vaccines (OPV) at 2-3-4 M, and measles, yellow fever, and OPV vaccines at 9 M. We evaluated immune responses at 2-5-9-12 M; and reactogenicity 0-3 days post-vaccination. RESULTS: 1200 infants were enrolled between June 2011 and May 2012; 1152 completed the study. 1 M post-primary vaccination, for each PHiD-CV serotype except 6B and 23F, >/=97.4% (3+0 schedule) and >/=96.4% (2+1 schedule) of infants had antibody concentrations >/=0.2 mug/mL. Immune responses were comparable between groups within the same vaccination schedules. Observed antibody geometric mean concentrations (GMCs) increased by 1 M post-primary vaccination compared to pre-vaccination. In the following months, GMCs and opsonophagocytic activity titres waned, with an increase post-booster for the 2+1 schedule. Immune responses to protein D and, DTPw-HBV/Hib, OPV, measles, and yellow fever vaccines were not altered by co-administration with pneumococcal proteins. Reactogenicity of co-administered vaccines was comparable between groups and did not raise concerns. CONCLUSION: Immune responses to the 10 PHiD-CV polysaccharide conjugates and co-administered vaccines were not altered by addition of dPly and PhtD. ClinicalTrials.gov identifier NCT01262872.",Vaccine
"Simoes, E. A. F., Nunes, M. C., Carosone-Link, P., Madimabe, R., Ortiz, J. R., Neuzil, K. M., Klugman, K. P., Cutland, C. L., Madhi, S. A., Matflu, Team",2019,Trivalent influenza vaccination randomized control trial of pregnant women and adverse fetal outcomes,"INTRODUCTION: The purpose of this study was to evaluate the association of influenza vaccine during pregnancy and adverse fetal outcomes. Preventing fetal death, low birth weight, small for gestational age birth and preterm birth are important potential effects of antenatal maternal influenza immunization for which there are conflicting data. MATERIALS AND METHODS: A double-blind, randomized, placebo-controlled clinical trial of trivalent inactivated influenza vaccine was conducted in South Africa from March 2011 until after the 2012 influenza season when the infants born had reached the age of 24 weeks. Mothers were administered the vaccine or placebo during pregnancy at a gestation of 20 to 36 weeks. A comparison of rates of fetal death, low birth weight, small for gestational age birth, and preterm birth, between vaccinated and placebo groups was made. Fetal outcome differences between the groups were measured using Student's t-tests, vaccine efficacy with 95% confidence intervals, and Poisson regression for incidence rates. All analyses except fetal death excluded mothers who were administered vaccine or placebo after 34 weeks gestational age. RESULTS: There were 2116 HIV-uninfected pregnant women age 18 to 38 years in the trial; 2005 infants were born to mothers where vaccine or placebo had been administered >/= 14 days prior to delivery, and there were 6 miscarriages and 23 stillbirths. There was no significant vaccine efficacy (with [95% confidence interval]) on fetal death (-21.2% [-150.8, 41.4]), low birth weight (-11.1% [-42.3, 12.5]), small for gestational age birth (-9.9% [-35.6, 11.0]), or preterm birth (-21.3% [-60.5, 8.3]). Neither was vaccine efficacy demonstrated when the analysis was restricted to infants of mothers who were exposed to an influenza season (1832 outcomes available). CONCLUSION: We did not find a beneficial effect of trivalent inactivated influenza vaccine during pregnancy on adverse fetal outcomes.",Vaccine
"Juan-Giner, A., Tchaton, M., Jemmy, J. P., Soumah, A., Boum, Y., Faga, E. M., Cisse, M., Grais, R. F.",2019,Safety of the rVSV ZEBOV vaccine against Ebola Zaire among frontline workers in Guinea,"BACKGROUND: As part of the ring vaccination trial in Guinea, Front Line Workers were invited to participate in a sub-study to provide additional information on the immunogenicity and safety of rVSVDeltaG/ZEBOV-GP. Here we summarize the information on the safety follow-up. METHODS: An open-label, non-randomized, immunogenicity evaluation of one dose of rVSVDeltaG/ZEBOV-GP was conducted in Conakry, Guinea between March 2015 and July 2016. Front-line workers refusing vaccination were invited to participate as a control group. Participants were followed for 3 months with a subset followed-up for 6 months after vaccination. Women becoming pregnant during the follow-up were followed until pregnancy outcome. Solicited and unsolicited adverse events were monitored at each contact with participants using standardized study forms. RESULTS: 2016 vaccinated participants and 99 controls were included in the safety cohort. On the 3 days post-vaccination visit adverse events were very common, with over 70% of participants reporting at least one adverse event. The most frequently reported symptoms were headache, fatigue, arthralgia, subjective fever and myalgia. Among participants that completed fever diaries (n = 887), post-vaccination fever was reported by 15.22%. Comparing to the unvaccinated group, local reaction, fatigue, headache, arthralgia, myalgia and subjective fever occurring within the first 3 days post-vaccination were statistically significantly different in the vaccinated group compared to the unvaccinated. A total of 8 Serious Adverse Events were identified during follow-up. 2 SAEs were related to pregnancy. CONCLUSIONS: Results confirm that adverse events 3 days after vaccination with the rVSV candidate vaccine are common. The occurrence of fever is of particular concern in the context of ongoing Ebola transmission. Additional studies should address important data gaps regarding the use of the vaccine in pregnancy and other vulnerable populations.",Vaccine
"Tinto, H., Otieno, W., Gesase, S., Sorgho, H., Otieno, L., Liheluka, E., Valea, I., Sing'oei, V., Malabeja, A., Valia, D., Wangwe, A., Gvozdenovic, E., Guerra Mendoza, Y., Jongert, E., Lievens, M., Roman, F., Schuerman, L., Lusingu, J.",2019,"Long-term incidence of severe malaria following RTS,S/AS01 vaccination in children and infants in Africa: an open-label 3-year extension study of a phase 3 randomised controlled trial","BACKGROUND: Results from a previous phase 3 study showed efficacy of the RTS,S/AS01 vaccine against severe and clinical malaria in children (in 11 sites in Africa) during a 3-4-year follow-up. We aimed to investigate malaria incidence up to 7 years postvaccination in three of the sites of the initial study. METHODS: In the initial phase 3 study, infants aged 6-12 weeks and children aged 5-17 months were randomly assigned (1:1:1) to receive four RTS,S/AS01 doses (four-dose group), three RTS,S/AS01 doses and a comparator dose (three-dose group), or four comparator doses (control group). In this open-label extension study in Korogwe (Tanzania), Kombewa (Kenya), and Nanoro (Burkina Faso), we assessed severe malaria incidences as the primary outcome for 3 additional years (January, 2014, to December, 2016), up to 6 years (younger children) or 7 years (older children) postprimary vaccination in the modified intention-to-treat population (ie, participants who received at least one dose of the study vaccine). As secondary outcomes, we evaluated clinical malaria incidences and serious adverse events. This trial is registered with ClinicalTrials.gov, number NCT02207816. FINDINGS: We enrolled 1739 older children (aged 5-7 years) and 1345 younger children (aged 3-5 years). During the 3-year extension, 66 severe malaria cases were reported, resulting in severe malaria incidence of 0.004 cases per person-years at risk (PPY; 95% CI 0-0.033) in the four-dose group, 0.007 PPY (0.001-0.052) in the three-dose group, and 0.009 PPY (0.001-0.066) in the control group in the older children category and a vaccine efficacy against severe malaria that did not contribute significantly to the overall efficacy (four-dose group 53.7% [95% CI -13.7 to 81.1], p=0.093; three-dose group 23.3% [-67.1 to 64.8], p=0.50). In younger children, severe malaria incidences were 0.007 PPY (0.001-0.058) in the four-dose group, 0.007 PPY (0.001-0.054) in the three-dose group, and 0.011 PPY (0.001-0.083) in the control group. Vaccine efficacy against severe malaria also did not contribute significantly to the overall efficacy (four-dose group 32.1% [-53.1 to 69.9], p=0.35; three-dose group 37.6% [-44.4 to 73.0], p=0.27). Malaria transmission was still occurring as evidenced by an incidence of clinical malaria ranging from 0.165 PPY to 3.124 PPY across all study groups and sites. In older children, clinical malaria incidence was 1.079 PPY (95% CI 0.152-7.662) in the four-dose group, 1.108 PPY (0.156-7.868) in the three-dose group, and 1.016 PPY (0.14-7.213) in the control group. In younger children, malaria incidence was 1.632 PPY (0.23-11.59), 1.563 PPY (0.22-11.104), and 1.686 PPY (0.237-11.974), respectively. In the older age category in Nanoro, clinical malaria incidence was higher in the four-dose (2.444 PPY; p=0.011) and three-dose (2.411 PPY; p=0.034) groups compared with the control group (1.998 PPY). Three cerebral malaria episodes and five meningitis cases, but no vaccine-related severe adverse events, were reported. INTERPRETATION: Overall, severe malaria incidence was low in all groups, with no evidence of rebound in RTS,S/AS01 recipients, despite an increased incidence of clinical malaria in older children who received RTS,S/AS01 compared with the comparator group in Nanoro. No safety signal was identified. FUNDING: GlaxoSmithKline Biologicals SA.",Lancet Infect Dis
"Anywaine, Z., Whitworth, H., Kaleebu, P., Praygod, G., Shukarev, G., Manno, D., Kapiga, S., Grosskurth, H., Kalluvya, S., Bockstal, V., Anumendem, D., Luhn, K., Robinson, C., Douoguih, M., Watson-Jones, D.",2019,Safety and Immunogenicity of a 2-Dose Heterologous Vaccination Regimen With Ad26.ZEBOV and MVA-BN-Filo Ebola Vaccines: 12-Month Data From a Phase 1 Randomized Clinical Trial in Uganda and Tanzania,"BACKGROUND: Ebola vaccine development was accelerated in response to the 2014 Ebola virus infection outbreak. This phase 1 study (VAC52150EBL1004) assessed safety, tolerability, and immunogenicity of heterologous 2-dose Ad26.ZEBOV, MVA-BN-Filo vaccination regimens in the Lake Victoria Basin of Tanzania and Uganda in mid-level altitude, malaria-endemic settings. METHODS: Healthy volunteers aged 18-50 years from Tanzania (n = 25) and Uganda (n = 47) were randomized to receive placebo or active vaccination with Ad26.ZEBOV or MVA-BN-Filo (first vaccination), followed by MVA-BN-Filo or Ad26.ZEBOV (second vaccination) dose 2, respectively, with intervals of 28 or 56 days. RESULTS: Seventy-two adults were randomized to receive vaccine (n = 60) or placebo (n = 12). No vaccine-related serious adverse events were reported. The most frequent solicited local and systemic adverse events were injection site pain (frequency, 70%, 66%, and 42% per dose for MVA-BN-Filo, Ad26.ZEBOV, and placebo, respectively) and headache (57%, 56%, and 46%, respectively). Adverse event patterns were similar among regimens. Twenty-one days after dose 2, 100% of volunteers demonstrated binding antibody responses against Ebola virus glycoprotein, and 87%-100% demonstrated neutralizing antibody responses. Ad26.ZEBOV dose 1 vaccination induced more-robust initial binding antibody and cellular responses than MVA-BN-Filo dose 1 vaccination. CONCLUSIONS: Heterologous 2-dose vaccination with Ad26.ZEBOV and MVA-BN-Filo against Ebola virus is well tolerated and immunogenic in healthy volunteers. CLINICAL TRIALS REGISTRATION: NCT02376400.",J Infect Dis
"Venkatraman, N., Ndiaye, B. P., Bowyer, G., Wade, D., Sridhar, S., Wright, D., Powlson, J., Ndiaye, I., Dieye, S., Thompson, C., Bakhoum, M., Morter, R., Capone, S., Del Sorbo, M., Jamieson, S., Rampling, T., Datoo, M., Roberts, R., Poulton, I., Griffiths, O., Ballou, W. R., Roman, F., Lewis, D. J. M., Lawrie, A., Imoukhuede, E., Gilbert, S. C., Dieye, T. N., Ewer, K. J., Mboup, S., Hill, A. V. S.",2019,Safety and Immunogenicity of a Heterologous Prime-Boost Ebola Virus Vaccine Regimen in Healthy Adults in the United Kingdom and Senegal,"BACKGROUND: The 2014 West African outbreak of Ebola virus disease highlighted the urgent need to develop an effective Ebola vaccine. METHODS: We undertook 2 phase 1 studies assessing safety and immunogenicity of the viral vector modified vaccinia Ankara virus vectored Ebola Zaire vaccine (MVA-EBO-Z), manufactured rapidly on a new duck cell line either alone or in a heterologous prime-boost regimen with recombinant chimpanzee adenovirus type 3 vectored Ebola Zaire vaccine (ChAd3-EBO-Z) followed by MVA-EBO-Z. Adult volunteers in the United Kingdom (n = 38) and Senegal (n = 40) were vaccinated and an accelerated 1-week prime-boost regimen was assessed in Senegal. Safety was assessed by active and passive collection of local and systemic adverse events. RESULTS: The standard and accelerated heterologous prime-boost regimens were well-tolerated and elicited potent cellular and humoral immunogenicity in the United Kingdom and Senegal, but vaccine-induced antibody responses were significantly lower in Senegal. Cellular immune responses measured by flow cytometry were significantly greater in African vaccinees receiving ChAd3 and MVA vaccines in the same rather than the contralateral limb. CONCLUSIONS: MVA biomanufactured on an immortalized duck cell line shows potential for very large-scale manufacturing with lower cost of goods. This first trial of MVA-EBO-Z in humans encourages further testing in phase 2 studies, with the 1-week prime-boost interval regimen appearing to be particularly suitable for outbreak control. CLINICAL TRIALS REGISTRATION: NCT02451891; NCT02485912.",J Infect Dis
"Tait, D. R., Hatherill, M., Van Der Meeren, O., Ginsberg, A. M., Van Brakel, E., Salaun, B., Scriba, T. J., Akite, E. J., Ayles, H. M., Bollaerts, A., Demoitie, M. A., Diacon, A., Evans, T. G., Gillard, P., Hellstrom, E., Innes, J. C., Lempicki, M., Malahleha, M., Martinson, N., Mesia Vela, D., Muyoyeta, M., Nduba, V., Pascal, T. G., Tameris, M., Thienemann, F., Wilkinson, R. J., Roman, F.",2019,Final Analysis of a Trial of M72/AS01(E) Vaccine to Prevent Tuberculosis,"BACKGROUND: Results of an earlier analysis of a trial of the M72/AS01(E) candidate vaccine against Mycobacterium tuberculosis showed that in infected adults, the vaccine provided 54.0% protection against active pulmonary tuberculosis disease, without evident safety concerns. We now report the results of the 3-year final analysis of efficacy, safety, and immunogenicity. METHODS: From August 2014 through November 2015, we enrolled adults 18 to 50 years of age with M. tuberculosis infection (defined by positive results on interferon-gamma release assay) without evidence of active tuberculosis disease at centers in Kenya, South Africa, and Zambia. Participants were randomly assigned in a 1:1 ratio to receive two doses of either M72/AS01(E) or placebo, administered 1 month apart. The primary objective was to evaluate the efficacy of M72/AS01(E) to prevent active pulmonary tuberculosis disease according to the first case definition (bacteriologically confirmed pulmonary tuberculosis not associated with human immunodeficiency virus infection). Participants were followed for 3 years after the second dose. Participants with clinical suspicion of tuberculosis provided sputum samples for polymerase-chain-reaction assay, mycobacterial culture, or both. Humoral and cell-mediated immune responses were evaluated until month 36 in a subgroup of 300 participants. Safety was assessed in all participants who received at least one dose of M72/AS01(E) or placebo. RESULTS: A total of 3575 participants underwent randomization, of whom 3573 received at least one dose of M72/AS01(E) or placebo, and 3330 received both planned doses. Among the 3289 participants in the according-to-protocol efficacy cohort, 13 of the 1626 participants in the M72/AS01(E) group, as compared with 26 of the 1663 participants in the placebo group, had cases of tuberculosis that met the first case definition (incidence, 0.3 vs. 0.6 cases per 100 person-years). The vaccine efficacy at month 36 was 49.7% (90% confidence interval [CI], 12.1 to 71.2; 95% CI, 2.1 to 74.2). Among participants in the M72/AS01(E) group, the concentrations of M72-specific antibodies and the frequencies of M72-specific CD4+ T cells increased after the first dose and were sustained throughout the follow-up period. Serious adverse events, potential immune-mediated diseases, and deaths occurred with similar frequencies in the two groups. CONCLUSIONS: Among adults infected with M. tuberculosis, vaccination with M72/AS01(E) elicited an immune response and provided protection against progression to pulmonary tuberculosis disease for at least 3 years. (Funded by GlaxoSmithKline Biologicals and Aeras; ClinicalTrials.gov number, NCT01755598.).",N Engl J Med
"Suliman, S., Luabeya, A. K. K., Geldenhuys, H., Tameris, M., Hoff, S. T., Shi, Z., Tait, D., Kromann, I., Ruhwald, M., Rutkowski, K. T., Shepherd, B., Hokey, D., Ginsberg, A. M., Hanekom, W. A., Andersen, P., Scriba, T. J., Hatherill, M., Group, H. Trial",2019,"Dose Optimization of H56:IC31 Vaccine for Tuberculosis-Endemic Populations. A Double-Blind, Placebo-controlled, Dose-Selection Trial","RATIONALE: Global tuberculosis (TB) control requires effective vaccines in TB-endemic countries, where most adults are infected with Mycobacterium tuberculosis (M.tb). OBJECTIVES: We sought to define optimal dose and schedule of H56:IC31, an experimental TB vaccine comprising Ag85B, ESAT-6, and Rv2660c, for M.tb-infected and M.tb-uninfected adults. METHODS: We enrolled 98 healthy, HIV-uninfected, bacillus Calmette-Guerin-vaccinated, South African adults. M.tb infection was defined by QuantiFERON-TB (QFT) assay. QFT-negative participants received two vaccinations of different concentrations of H56 in 500 nmol of IC31 to enable dose selection for further vaccine development. Subsequently, QFT-positive and QFT-negative participants were randomized to receive two or three vaccinations to compare potential schedules. Participants were followed for safety and immunogenicity for 292 days. MEASUREMENTS AND MAIN RESULTS: H56:IC31 showed acceptable reactogenicity profiles irrespective of dose, number of vaccinations, or M.tb infection. No vaccine-related severe or serious adverse events were observed. The three H56 concentrations tested induced equivalent frequencies and functional profiles of antigen-specific CD4 T cells. ESAT-6 was only immunogenic in QFT-negative participants who received three vaccinations. CONCLUSIONS: Two or three H56:IC31 vaccinations at the lowest dose induced durable antigen-specific CD4 T-cell responses with acceptable safety and tolerability profiles in M.tb-infected and M.tb-uninfected adults. Additional studies should validate applicability of vaccine doses and regimens to both QFT-positive and QFT-negative individuals. Clinical trial registered with www.clinicaltrials.gov (NCT01865487).",Am J Respir Crit Care Med
